CATEGORY,SUBCAT_GRP,SUBCATEGORY,ITEM_NAME,VENDOR_NAME,Brand,Yesterday_Sales_ThisYear,Yesterday_Sales_LastYear,WeekToDate_Sales_ThisYear,WeekToDate_Sales_LastYear,LastWeek_Sales_ThisYear,LastWeek_Sales_LastYear,MonthToDate_Sales_ThisYear,MonthToDate_Sales_LastYear,YearToDate_Sales_ThisYear,YearToDate_Sales_LastYear,Yesterday_Units_ThisYear,Yesterday_Units_LastYear,WeekToDate_Units_ThisYear,WeekToDate_Units_LastYear,LastWeek_Units_ThisYear,LastWeek_Units_LastYear,MonthToDate_Units_ThisYear,MonthToDate_Units_LastYear,YearToDate_Units_ThisYear,YearToDate_Units_LastYear
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2506,Supplier133,National,$0 ,"$1,060 ",($1),"$2,691 ",($3),"$13,214 ",($9),"$49,869 ",($18),"$271,567 ", -   , 195 , (0), 493 , (1)," 2,422 ", (2)," 9,134 ", 2 ," 49,610 "
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2507,Supplier133,National,$0 ,$0 ,$0 ,$0 ,$0 ,$5 ,$0 ,$8 ,$2 ,"$8,246 ", -   , -   , -   , -   , -   , 1 , -   , 1 , 0 ," 1,536 "
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2508,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,$4 ,$0 ,$2 ,($1),$1 , -   , -   , -   , -   , -   , 1 , -   , 1 , (0), 0 
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2509,Supplier133,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$37 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , 10 , -   
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2510,Supplier133,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($1),$0 , -   , -   , -   , -   , -   , -   , -   , -   , (0), 0 
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2511,Supplier412,National,$0 ,"$1,346 ",$0 ,"$2,316 ",$0 ,"$13,137 ",$0 ,"$52,462 ",$31 ,"$88,593 ", -   , 186 , -   , 328 , -   ," 1,882 ", -   ," 7,495 ", 6 ," 12,683 "
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2512,Supplier412,National,$0 ,"$1,391 ",($13),"$8,274 ",$1 ,"$8,243 ",($2),"$6,228 ",$15 ,"$27,011 ", -   , 279 , (2)," 1,661 ", 0 ," 1,655 ", (0)," 1,251 ", 5 ," 5,424 "
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2513,Supplier412,National,$0 ,"$2,898 ",$0 ,"$11,584 ",$0 ,"$2,036 ",$3 ,"$38,877 ",($38),"$67,569 ", -   , 582 , -   ," 2,326 ", -   , 409 , 1 ," 7,807 ", (7)," 13,569 "
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2514,Supplier412,National,$0 ,"$3,886 ",$0 ,"$10,206 ",($10),"$38,532 ",($5),"$47,276 ",($24),"$36,470 ", -   , 780 , -   ," 2,049 ", (2)," 7,737 ", (1)," 9,492 ", (4)," 7,328 "
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2515,Supplier412,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($10), -   , -   , -   , -   , -   , -   , -   , -   , -   , (2)
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2516,Supplier410,National,$0 ,$77 ,$11 ,$572 ,$17 ,$545 ,$111 ,"$3,569 ",$370 ,"$20,339 ", -   , 8 , 1 , 58 , 2 , 55 , 11 , 359 , 37 ," 2,039 "
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2517,Supplier426,National,$0 ,$5 ,$0 ,$130 ,$0 ,$309 ,$0 ,"$1,341 ",($1),"$7,553 ", -   , 1 , -   , 33 , -   , 79 , -   , 280 , (0)," 1,012 "
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2518,Supplier133,National,$0 ,$993 ,$0 ,"$1,697 ",$0 ,"$9,290 ",$0 ,"$4,897 ",($14),"$102,790 ", -   , 249 , -   , 426 , -   ," 2,334 ", -   ," 1,230 ", (3)," 25,827 "
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2519,Supplier133,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($0),$0 , -   , -   , -   , -   , -   , -   , -   , -   , (0), -   
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2520,Supplier412,National,$0 ,"$2,391 ",($4),"$15,628 ",($0),$392 ,($9),"$16,252 ",($22),"$195,282 ", -   , 480 , (1)," 3,136 ", (0), 79 , (2)," 3,259 ", (4)," 39,308 "
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2521,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2522,Supplier133,National,$0 ,$7 ,$0 ,$2 ,$0 ,$0 ,$0 ,$19 ,$6 ,$5 , -   , 2 , -   , 1 , -   , -   , 1 , 5 , 8 , 1 
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2523,Supplier412,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($6), -   , -   , -   , -   , -   , -   , -   , -   , -   , (1)
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2524,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2525,Supplier410,National,$0 ,$0 ,$0 ,($1),$0 ,$0 ,$0 ,($3),$0 ,$721 , -   , -   , -   , (0), -   , -   , -   , (1), -   , 161 
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2526,Supplier133,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($0),$0 , -   , -   , -   , -   , -   , -   , -   , -   , (0), -   
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2527,Supplier412,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2528,Supplier412,National,$0 ,$0 ,$1 ,$0 ,$8 ,$0 ,$23 ,$0 ,"$1,010 ",$0 , -   , -   , 0 , -   , 2 , -   , 7 , -   , 278 , -   
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2529,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($4), -   , -   , -   , -   , -   , -   , -   , -   , -   , (1)
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2530,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2531,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$338 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 85 
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2532,Supplier412,National,$0 ,$1 ,$7 ,$110 ,$0 ,$7 ,$2 ,$40 ,"$5,124 ","$1,173 ", -   , 1 , 13 , 35 , 1 , 2 , 4 , 14 ," 3,638 ", 487 
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2533,Supplier412,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($0), -   , -   , -   , -   , -   , -   , -   , -   , -   , (0)
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2534,Supplier133,National,$0 ,$0 ,$0 ,$0 ,$0 ,$38 ,$0 ,$102 ,$0 ,$27 , -   , -   , -   , -   , -   , 10 , -   , 26 , 0 , 7 
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2535,Supplier135,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$5 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2536,Supplier410,National,$0 ,$0 ,$0 ,($0),$0 ,$0 ,$0 ,($0),$0 ,($0), -   , -   , -   , (1), -   , -   , -   , (0), -   , (0)
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2537,Supplier133,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($1),$0 , -   , -   , -   , -   , -   , -   , -   , -   , (0), -   
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2538,Supplier133,National,$0 ,$190 ,$0 ,$63 ,$1 ,$582 ,$5 ,"$6,530 ",$129 ,"$217,626 ", -   , 36 , -   , 12 , 0 , 110 , 1 ," 1,234 ", 53 ," 39,988 "
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2539,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,($1),$0 ,($3),$0 ,($4), -   , -   , -   , -   , -   , (0), -   , (0), -   , (1)
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2540,Supplier133,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2541,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($5), -   , -   , -   , -   , -   , -   , -   , -   , -   , (1)
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2542,Supplier412,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($1),$26 , -   , -   , -   , -   , -   , -   , -   , -   , (1), 9 
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2543,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($13), -   , -   , -   , -   , -   , -   , -   , -   , -   , (2)
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2544,Supplier196,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2545,Supplier412,National,$0 ,"$1,161 ",$0 ,"$5,919 ",$0 ,"$6,495 ",$0 ,"$4,220 ",$0 ,"$13,695 ", -   , 233 , -   ," 1,191 ", -   ," 1,304 ", -   , 848 , -   ," 2,751 "
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2546,Supplier410,National,$0 ,$0 ,$0 ,($0),$0 ,$0 ,$0 ,($1),$0 ,($0), -   , -   , -   , (0), -   , -   , -   , (1), -   , (1)
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2547,Supplier133,National,$0 ,$835 ,$2 ,"$24,623 ",$0 ,$830 ,$2 ,"$26,239 ",$4 ,"$49,791 ", -   , 210 , 1 ," 6,187 ", 0 , 208 , 1 ," 6,593 ", 2 ," 12,511 "
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2548,Supplier133,Private,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2549,Supplier412,National,$0 ,$302 ,($8),"$19,120 ",$40 ,"$33,174 ",($20),"$80,585 ",$17 ,"$84,456 ", -   , 50 , (1)," 3,197 ", 10 ," 5,548 ", (1)," 13,477 ", 9 ," 14,124 "
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2550,Supplier412,National,$0 ,"$1,027 ",($1),"$3,222 ",$0 ,"$14,833 ",($1),"$2,909 ",($22),"$108,225 ", -   , 206 , (0), 647 , -   ," 2,979 ", (0), 584 , (4)," 21,896 "
C49 BAKING - SPICES,SCG SPICES,C49S20 SEASONING BLENDS,Item2551,Supplier133,Private,($3),$0 ,($4),$0 ,$0 ,$0 ,($12),$0 ,($12),$0 , (1), -   , (1), -   , -   , -   , (3), -   , (2), -   
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2552,Supplier133,Private,"$9,068 ","$9,771 ","$117,620 ","$106,481 ","$130,562 ","$162,619 ","$516,196 ","$546,563 ","$1,357,852 ","$1,392,763 "," 1,136 "," 1,020 "," 14,739 "," 11,125 "," 16,111 "," 16,977 "," 62,867 "," 57,076 "," 161,124 "," 154,377 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2553,Supplier426,Private,"$24,891 ","$21,671 ","$17,352 ","$11,534 ","$166,089 ","$152,236 ","$336,800 ","$269,774 ","$1,249,365 ","$996,695 "," 5,036 "," 5,274 "," 3,512 "," 2,810 "," 33,602 "," 37,024 "," 68,149 "," 65,616 "," 252,713 "," 243,423 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2554,Supplier133,Private,"$13,874 ","$16,189 ","$47,943 ","$45,947 ","$9,416 ","$11,842 ","$101,785 ","$108,800 ","$2,054,204 ","$2,133,329 "," 2,209 "," 2,240 "," 7,633 "," 6,361 "," 1,499 "," 1,639 "," 16,206 "," 15,061 "," 327,083 "," 306,890 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2555,Supplier133,Private,"$10,595 ","$10,065 ","$123,901 ","$96,654 ","$90,175 ","$98,424 ","$59,168 ","$52,701 ","$176,296 ","$131,161 "," 1,208 "," 1,053 "," 14,167 "," 10,120 "," 10,258 "," 10,292 "," 6,491 "," 5,511 "," 18,488 "," 14,652 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2556,Supplier133,Private,"$12,178 ","$15,196 ","$23,514 ","$25,671 ","$23,340 ","$36,020 ","$98,153 ","$129,471 ","$383,215 ","$500,982 "," 1,976 "," 2,032 "," 3,838 "," 3,439 "," 3,813 "," 4,823 "," 16,032 "," 17,331 "," 62,612 "," 70,732 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2557,Supplier133,Private,"$8,107 ","$7,727 ","$60,266 ","$53,391 ","$62,895 ","$67,208 ","$257,460 ","$233,381 ","$215,956 ","$183,394 ", 883 , 915 ," 6,565 "," 6,345 "," 6,851 "," 7,975 "," 28,046 "," 27,708 "," 23,531 "," 23,130 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2558,Supplier133,Private,"$7,121 ","$6,055 ","$42,459 ","$29,774 ","$100,263 ","$102,242 ","$231,926 ","$193,391 ","$1,336,038 ","$1,070,951 "," 1,028 ", 880 ," 6,166 "," 4,328 "," 14,576 "," 14,866 "," 33,705 "," 28,121 "," 194,208 "," 164,741 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2559,Supplier133,Private,"$3,570 ","$3,941 ","$55,513 ","$51,440 ","$24,283 ","$29,860 ","$105,711 ","$109,707 ","$811,051 ","$798,186 ", 448 , 426 ," 6,957 "," 5,574 "," 2,980 "," 3,235 "," 12,716 "," 11,884 "," 94,146 "," 90,669 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2560,Supplier133,Private,"$7,310 ","$8,361 ","$38,264 ","$33,934 ","$17,904 ","$24,960 ","$214,486 ","$236,799 ","$632,724 ","$655,139 "," 1,041 "," 1,198 "," 5,478 "," 4,862 "," 2,565 "," 3,576 "," 30,724 "," 33,932 "," 90,654 "," 100,069 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2561,Supplier133,Private,"$8,847 ","$8,803 ","$39,192 ","$32,626 ","$26,110 ","$34,624 ","$165,158 ","$175,011 ","$12,757 ","$12,479 ", 904 , 983 ," 4,007 "," 3,644 "," 2,670 "," 3,863 "," 16,888 "," 19,535 "," 1,304 "," 1,482 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2562,Supplier133,Private,"$8,413 ","$7,684 ","$23,286 ","$17,153 ","$7,612 ","$7,657 ","$32,608 ","$27,841 ","$140,540 ","$116,765 "," 1,155 "," 1,160 "," 3,198 "," 2,594 "," 1,046 "," 1,151 "," 4,479 "," 4,194 "," 19,306 "," 18,651 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2563,Supplier133,Private,"$4,787 ","$4,475 ","$33,033 ","$24,940 ","$31,803 ","$35,388 ","$36,789 ","$33,296 ","$60,026 ","$50,937 ", 652 , 655 ," 4,531 "," 3,667 "," 4,369 "," 5,220 "," 5,052 "," 4,906 "," 8,253 "," 8,049 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2564,Supplier133,Private,"$7,376 ","$6,731 ","$38,345 ","$30,429 ","$60,111 ","$65,237 ","$14,396 ","$13,319 ","$464,888 ","$413,294 ", 781 , 746 ," 4,069 "," 3,386 "," 6,380 "," 7,233 "," 1,528 "," 1,480 "," 49,344 "," 48,257 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2565,Supplier133,Private,"$6,375 ","$6,074 ","$29,024 ","$24,608 ","$16,747 ","$18,856 ","$147,728 ","$144,063 ","$670,451 ","$590,693 "," 1,143 "," 1,108 "," 5,218 "," 4,487 "," 3,012 "," 3,434 "," 26,567 "," 26,258 "," 120,588 "," 114,256 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2566,Supplier133,Private,$951 ,$841 ,"$42,568 ","$32,037 ","$29,571 ","$31,056 ","$58,846 ","$52,757 ","$579,977 ","$470,208 ", 161 , 158 ," 7,240 "," 6,032 "," 5,034 "," 5,854 "," 10,014 "," 9,948 "," 98,734 "," 93,426 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2567,Supplier133,Private,$711 ,$744 ,"$48,631 ","$42,610 ","$25,057 ","$32,588 ","$125,526 ","$133,245 ","$121,920 ","$124,252 ", 80 , 79 ," 5,478 "," 4,525 "," 2,774 "," 3,462 "," 13,712 "," 14,154 "," 12,960 "," 14,014 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2568,Supplier133,Private,"$4,580 ","$4,155 ","$7,265 ","$5,354 ",$356 ,$374 ,"$31,768 ","$28,340 ","$113,338 ","$96,718 ", 821 , 774 ," 1,302 ", 995 , 64 , 70 ," 5,694 "," 5,278 "," 20,313 "," 19,124 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2569,Supplier133,Private,"$2,077 ","$2,477 ","$2,023 ","$1,822 ","$5,463 ","$6,401 ","$22,162 ","$22,633 ","$315,785 ","$298,207 ", 309 , 402 , 300 , 298 , 808 ," 1,049 "," 3,285 "," 3,706 "," 46,836 "," 51,553 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2570,Supplier133,Private,"$2,791 ",$0 ,"$3,907 ",$0 ,"$29,056 ",$0 ,"$8,940 ",$0 ,"$89,429 ",$0 , 467 , -   , 653 , -   ," 4,859 ", -   ," 1,495 ", -   ," 14,955 ", -   
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2571,Supplier133,Private,"$3,125 ",$0 ,"$10,213 ",$0 ,$340 ,$0 ,"$29,571 ",$0 ,"$235,207 ",$0 , 348 , -   ," 1,137 ", -   , 38 , -   ," 3,292 ", -   ," 26,206 ", -   
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2572,Supplier133,Private,$582 ,$814 ,"$19,178 ","$17,821 ","$10,420 ","$14,567 ","$73,099 ","$86,314 ","$122,897 ","$148,326 ", 73 , 102 ," 2,413 "," 2,243 "," 1,312 "," 1,834 "," 9,201 "," 10,869 "," 15,476 "," 19,923 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2573,Supplier133,Private,"$1,262 ","$1,569 ","$6,340 ","$5,552 ",$825 ,"$1,059 ","$40,403 ","$42,607 ","$6,790 ","$6,757 ", 228 , 284 ," 1,148 "," 1,005 ", 149 , 192 ," 7,317 "," 7,719 "," 1,230 "," 1,291 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2574,Supplier133,Private,"$1,957 ",$294 ,"$6,576 ",$891 ,"$1,664 ",$460 ,"$42,430 ","$9,954 ","$24,772 ","$16,616 ", 286 , 50 ," 1,033 ", 150 , 265 , 78 ," 6,729 "," 1,693 "," 3,941 "," 2,859 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2575,Supplier133,Private,$292 ,$0 ,"$15,008 ",$0 ,"$5,582 ",$0 ,"$32,445 ",$0 ,"$229,142 ",$0 , 42 , -   ," 2,293 ", -   , 861 , -   ," 4,991 ", -   ," 35,332 ", -   
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2576,Supplier426,National,$134 ,$0 ,"$3,399 ",$0 ,"$10,428 ",$0 ,"$31,847 ",$0 ,"$203,604 ",$0 , 76 , -   ," 1,199 ", -   ," 3,160 ", -   ," 10,167 ", -   ," 57,483 ", -   
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2577,Supplier133,Private,$628 ,$216 ,"$1,157 ",$323 ,$675 ,$123 ,"$7,163 ","$1,672 ","$17,954 ","$5,656 ", 177 , 61 , 327 , 91 , 191 , 35 ," 2,030 ", 472 ," 5,078 "," 1,532 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2578,Supplier133,Private,$31 ,$45 ,$158 ,$141 ,$177 ,$114 ,"$4,469 ","$4,020 ","$4,328 ","$3,467 ", 3 , 5 , 17 , 15 , 19 , 12 , 474 , 427 , 459 , 380 
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2579,Supplier133,Private,$8 ,$4 ,$20 ,$6 ,$252 ,$123 ,$97 ,$71 ,"$205,634 ","$166,656 ", 2 , 0 , 6 , 1 , 52 , 12 , 19 , 7 ," 24,700 "," 18,919 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2580,Supplier133,Private,$3 ,$127 ,$28 ,$793 ,$6 ,$211 ,$366 ,"$13,992 ","$1,829 ","$120,361 ", 3 , 19 , 14 , 116 , 2 , 31 , 135 ," 2,062 ", 699 ," 17,913 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2581,Supplier133,Private,$0 ,$220 ,$26 ,"$4,978 ",$27 ,"$19,191 ",$67 ,"$21,901 ",$80 ,"$17,821 ", 0 , 25 , 5 , 561 , 20 ," 2,163 ", 28 ," 2,470 ", 19 ," 2,134 "
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2582,Supplier133,Private,$1 ,$0 ,$0 ,$0 ,$0 ,$4 ,$2 ,$24 ,$3 ,$124 , 1 , -   , 0 , -   , -   , 0 , 1 , 3 , 2 , 14 
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2583,Supplier133,Private,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($2),$0 ,($4),$0 , -   , -   , -   , -   , -   , -   , (0), -   , (1), -   
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2584,Supplier133,Private,$0 ,$0 ,$0 ,$1 ,$1 ,$0 ,$15 ,$5 ,$47 ,$30 , -   , -   , 0 , 0 , 0 , -   , 2 , 1 , 7 , 4 
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2585,Supplier133,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($12), -   , -   , -   , -   , -   , -   , -   , -   , -   , (1)
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2586,Supplier426,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,417 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , 404 
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2587,Supplier133,Private,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2588,Supplier196,National,$0 ,$54 ,$0 ,$566 ,$0 ,$163 ,$0 ,$876 ,$68 ,$955 , -   , 4 , -   , 38 , -   , 11 , -   , 58 , 23 , 64 
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2589,Supplier133,Private,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2590,Supplier133,Private,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($12),$16 , -   , -   , -   , -   , -   , -   , -   , -   , (2), 2 
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2591,Supplier133,Private,$0 ,$0 ,$0 ,$0 ,$0 ,($1),($5),($5),($5),$3 , -   , -   , -   , -   , -   , (0), (1), (1), (1), 0 
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2592,Supplier133,Private,$0 ,$4 ,$0 ,$5 ,$0 ,$0 ,$0 ,$3 ,($5),$27 , -   , 1 , -   , 1 , -   , -   , -   , 0 , (1), 4 
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2593,Supplier133,Private,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($1),$1 ,($3),$1 , -   , -   , -   , -   , -   , -   , (0), 0 , (1), 0 
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2594,Supplier133,Private,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C49 BAKING - SPICES,SCG SPICES,C49S10 SPICES AND HERBS,Item2595,Supplier133,Private,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($4),$0 , -   , -   , -   , -   , -   , -   , -   , -   , (0), -   
