CATEGORY,SUBCAT_GRP,SUBCATEGORY,ITEM_NAME,VENDOR_NAME,Brand,Yesterday_Sales_ThisYear,Yesterday_Sales_LastYear,WeekToDate_Sales_ThisYear,WeekToDate_Sales_LastYear,LastWeek_Sales_ThisYear,LastWeek_Sales_LastYear,MonthToDate_Sales_ThisYear,MonthToDate_Sales_LastYear,YearToDate_Sales_ThisYear,YearToDate_Sales_LastYear,Yesterday_Units_ThisYear,Yesterday_Units_LastYear,WeekToDate_Units_ThisYear,WeekToDate_Units_LastYear,LastWeek_Units_ThisYear,LastWeek_Units_LastYear,MonthToDate_Units_ThisYear,MonthToDate_Units_LastYear,YearToDate_Units_ThisYear,YearToDate_Units_LastYear
C41 COFFEE - BREAKFAST,CAT 41 SCG MISC,C41S61 SPECIAL ORDER,Item1029,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$1 ,$0 ,$2 , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 1 
C41 COFFEE - BREAKFAST,CAT 41 SCG MISC,C41S61 SPECIAL ORDER,Item1030,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C41 COFFEE - BREAKFAST,CAT 41 SCG MISC,C41S61 SPECIAL ORDER,Item1031,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C41 COFFEE - BREAKFAST,CAT 41 SCG MISC,C41S61 SPECIAL ORDER,Item1032,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$2 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   
C41 COFFEE - BREAKFAST,CAT 41 SCG MISC,C41S61 SPECIAL ORDER,Item1033,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , 0 , -   
C41 COFFEE - BREAKFAST,CAT 41 SCG MISC,C41S61 SPECIAL ORDER,Item1034,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($1), -   , -   , -   , -   , -   , -   , -   , -   , -   , (0)
C41 COFFEE - BREAKFAST,CAT 41 SCG MISC,C41S61 SPECIAL ORDER,Item1035,Supplier410,National,$0 ,$0 ,$0 ,$5 ,$0 ,$0 ,$0 ,$2 ,$0 ,$7 , -   , -   , -   , 2 , -   , -   , -   , 1 , -   , 2 
C41 COFFEE - BREAKFAST,CAT 41 SCG MISC,C41S61 SPECIAL ORDER,Item1036,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$3 ,$8 ,($2), -   , -   , -   , -   , -   , -   , -   , 1 , 3 , (1)
C41 COFFEE - BREAKFAST,CAT 41 SCG MISC,C41S89 TRUCKLOAD,Item1037,Supplier410,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$4,286 ",$0 ,"$6,261 ",$0 , -   , -   , -   , -   , -   , -   , 331 , -   , 483 , -   
C41 COFFEE - BREAKFAST,CAT 41 SCG MISC,C41S89 TRUCKLOAD,Item1038,Supplier508,National,$0 ,"$10,368 ",$0 ,$63 ,$0 ,"$2,517 ",$0 ,"$9,871 ",$0 ,"$5,733 ", -   , 479 , -   , 3 , -   , 123 , -   , 465 , -   , 285 
C41 COFFEE - BREAKFAST,CAT 41 SCG MISC,C41S89 TRUCKLOAD,Item1039,Supplier426,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$13,492 ",$0 ,"$27,821 ", -   , -   , -   , -   , -   , -   , -   ," 2,044 ", -   ," 4,215 "
C41 COFFEE - BREAKFAST,CAT 41 SCG MISC,C41S89 TRUCKLOAD,Item1040,Supplier426,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"($1,171)",$0 , -   , -   , -   , -   , -   , -   , -   , -   , (122), -   
C41 COFFEE - BREAKFAST,CAT 41 SCG MISC,C41S89 TRUCKLOAD,Item1041,Supplier135,National,$0 ,$0 ,$0 ,$0 ,$0 ,($0),($9),($0),($36),($28), -   , -   , -   , -   , -   , -   , (1), -   , (3), (3)
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1042,Supplier183,Private,"$64,344 ","$77,532 ","$623,596 ","$559,005 ","$571,150 ","$554,460 ","$2,093,934 ","$1,839,010 ","$11,928,617 ","$6,843,110 "," 3,622 "," 4,596 "," 35,092 "," 33,146 "," 31,961 "," 32,817 "," 117,140 "," 108,896 "," 669,044 "," 404,655 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1043,Supplier196,National,"$35,432 ","$28,530 ","$396,527 ","$278,807 ","$691,283 ","$617,483 ","$1,562,951 ","$1,315,406 ","$2,164,924 ","$2,257,896 "," 1,775 "," 1,531 "," 19,554 "," 14,962 "," 33,367 "," 33,101 "," 75,940 "," 70,680 "," 104,600 "," 124,631 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1044,Supplier183,Private,"$80,305 ","$12,254 ","$671,226 ","$38,227 ","$309,156 ","$5,620 ","$340,322 ","$9,629 ","$2,155,985 ","$87,759 "," 4,488 ", 723 ," 37,470 "," 2,260 "," 17,264 ", 334 ," 18,980 ", 570 ," 120,668 "," 5,192 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1045,Supplier426,Private,"$3,931 ","$2,863 ","$172,264 ","$161,588 ","$72,469 ","$97,072 ","$2,208 ","$2,554 ","$3,199,860 ","$3,697,207 ", 154 , 161 ," 6,659 "," 9,108 "," 2,789 "," 5,467 ", 85 , 144 ," 126,796 "," 208,616 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1046,Supplier183,Private,"$28,090 ","$60,577 ","$277,874 ","$489,291 ","$126,799 ","$168,298 ","$792,343 ","$1,061,155 ","$6,859,228 ","$4,910,857 ", 913 ," 1,894 "," 8,358 "," 15,306 "," 3,782 "," 5,265 "," 23,633 "," 33,202 "," 210,916 "," 153,641 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1047,Supplier135,Private,"$30,560 ","$18,182 ","$145,601 ","$104,316 ","$181,641 ","$179,148 ","$259,581 ","$244,415 ","$1,246,033 ","$1,209,339 "," 1,274 ", 869 ," 6,066 "," 5,069 "," 7,571 "," 8,754 "," 10,815 "," 11,933 "," 51,966 "," 60,744 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1048,Supplier183,Private,"$2,130 ",$146 ,"$143,094 ","$8,072 ","$67,151 ","$3,951 ","$792,242 ","$31,095 ","$1,152,617 ","$30,551 ", 63 , 5 ," 4,217 ", 252 ," 1,991 ", 124 ," 23,459 ", 972 ," 34,715 ", 956 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1049,Supplier412,National,"$26,363 ","$22,552 ","$69,697 ","$57,840 ","$42,978 ","$38,821 ","$267,091 ","$315,490 ","$581,770 ","$697,333 "," 1,340 "," 1,505 "," 3,542 "," 3,861 "," 2,184 "," 2,972 "," 13,572 "," 24,207 "," 31,430 "," 56,134 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1050,Supplier426,Private,"$7,260 ","$7,697 ","$55,346 ","$53,072 ","$30,195 ","$42,793 ","$440,774 ","$526,922 ","$1,563,353 ","$1,783,983 ", 546 , 808 ," 4,168 "," 5,568 "," 2,274 "," 4,494 "," 33,200 "," 55,317 "," 120,888 "," 187,467 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1051,Supplier135,National,"$8,581 ","$8,225 ","$10,780 ","$10,839 ","$74,449 ","$83,924 ","$254,269 ","$270,882 ","$543,877 ","$629,085 ", 371 , 436 , 466 , 601 ," 3,217 "," 4,725 "," 10,991 "," 15,114 "," 23,550 "," 35,376 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1052,Supplier135,National,"$7,150 ","$7,839 ","$8,206 ","$7,026 ","$22,422 ","$21,821 ","$218,891 ","$168,208 ","$756,544 ","$729,812 ", 167 , 221 , 191 , 199 , 524 , 615 ," 5,104 "," 4,755 "," 17,658 "," 20,670 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1053,Supplier135,Private,"$4,945 ","$4,633 ","$32,900 ","$32,753 ","$46,888 ","$54,120 ","$50,181 ","$52,574 ","$188,758 ","$217,130 ", 381 , 429 ," 2,539 "," 3,173 "," 3,673 "," 5,344 "," 3,914 "," 5,159 "," 14,774 "," 21,498 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1054,Supplier426,National,"$2,048 ",$0 ,"$9,242 ",$0 ,"$16,507 ",$0 ,"$6,209 ",$0 ,"$20,181 ",$0 , 89 , -   , 402 , -   , 718 , -   , 270 , -   , 878 , -   
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1055,Supplier426,National,"$1,761 ","$1,321 ","$15,879 ","$8,022 ",$993 ,$694 ,"$8,979 ","$5,754 ","$235,146 ","$169,680 ", 44 , 33 , 397 , 201 , 25 , 17 , 225 , 144 ," 5,882 "," 4,244 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1056,Supplier412,National,$830 ,$0 ,"$10,940 ",$0 ,"$10,958 ","$1,536 ","$23,110 ","$5,387 ","$39,576 ","$82,862 ", 36 , -   , 476 , -   , 477 , 77 ," 1,006 ", 270 ," 1,722 "," 4,147 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1057,Supplier196,National,$856 ,$537 ,"$10,144 ","$4,786 ","$5,328 ","$3,278 ","$10,271 ","$5,722 ","$194,687 ","$109,948 ", 50 , 40 , 598 , 351 , 314 , 241 , 606 , 420 ," 11,477 "," 8,095 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1058,Supplier135,National,$288 ,$283 ,"$3,815 ","$3,044 ","$12,164 ","$13,039 ","$9,422 ","$9,180 ","$132,272 ","$143,209 ", 29 , 35 , 382 , 381 ," 1,219 "," 1,634 ", 944 ," 1,150 "," 13,254 "," 17,946 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1059,Supplier412,National,$526 ,$379 ,"$4,690 ","$4,173 ","$7,313 ","$6,554 ","$12,722 ","$13,546 ","$51,164 ","$53,932 ", 38 , 27 , 331 , 292 , 517 , 493 , 902 ," 1,020 "," 3,626 "," 4,221 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1060,Supplier183,Private,$476 ,$0 ,"$1,187 ",($7),$313 ,$0 ,$953 ,$0 ,"$7,362 ",$852 , 28 , -   , 70 , (0), 18 , -   , 56 , -   , 434 , 53 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1061,Supplier426,National,"$1,634 ",$0 ,"$5,104 ",$0 ,"$4,362 ",$0 ,"$19,930 ",$0 ,"$83,008 ",$0 , 136 , -   , 426 , -   , 364 , -   ," 1,664 ", -   ," 6,929 ", -   
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1062,Supplier141,National,"$1,080 ","$1,387 ","$5,037 ","$4,381 ","$4,794 ","$4,937 ","$7,732 ","$7,573 ","$72,624 ","$65,590 ", 77 , 118 , 360 , 371 , 343 , 415 , 553 , 639 ," 5,195 "," 5,521 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1063,Supplier426,National,$125 ,$121 ,"$5,190 ","$3,730 ","$1,332 ",$837 ,"$18,906 ","$14,918 ","$17,110 ","$15,459 ", 6 , 6 , 236 , 170 , 61 , 38 , 860 , 679 , 778 , 703 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1064,Supplier135,National,$678 ,$555 ,"$3,385 ","$2,682 ","$4,780 ","$3,994 ",$412 ,$346 ,"$24,551 ","$22,464 ", 48 , 52 , 239 , 253 , 337 , 379 , 29 , 33 ," 1,792 "," 2,296 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1065,Supplier508,National,$116 ,$131 ,"$3,321 ","$2,347 ",$215 ,$190 ,"$8,970 ","$7,504 ","$45,408 ","$41,209 ", 4 , 6 , 111 , 106 , 8 , 9 , 337 , 359 ," 1,728 "," 2,006 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1066,Supplier141,National,$14 ,$12 ,"$1,148 ",$773 ,$250 ,$201 ,"$3,102 ","$2,380 ","$5,152 ","$4,483 ", 1 , 1 , 116 , 78 , 25 , 20 , 314 , 241 , 521 , 454 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1067,Supplier426,National,$157 ,$446 ,"$1,030 ","$1,516 ",$389 ,$571 ,"$3,949 ","$5,985 ","$15,278 ","$22,528 ", 10 , 36 , 67 , 122 , 25 , 46 , 255 , 481 , 987 ," 1,811 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1068,Supplier412,National,$50 ,$78 ,$576 ,$351 ,$379 ,$260 ,$518 ,$298 ,"$6,461 ","$4,155 ", 6 , 10 , 70 , 43 , 46 , 32 , 63 , 36 , 790 , 508 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1069,Supplier412,National,$27 ,"$1,816 ",$788 ,"$5,320 ","$1,168 ","$1,416 ","$16,431 ","$16,770 ","$145,006 ","$150,862 ", 3 , 192 , 79 , 563 , 117 , 151 ," 1,646 "," 1,788 "," 14,530 "," 16,002 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1070,Supplier196,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1071,Supplier426,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1072,Supplier508,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($11), -   , -   , -   , -   , -   , -   , -   , -   , -   , (1)
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1073,Supplier426,National,$0 ,$13 ,$0 ,$35 ,$0 ,"$1,405 ",$0 ,$130 ,($14),"$478,338 ", -   , 1 , -   , 2 , -   , 78 , -   , 7 , (1)," 26,608 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1074,Supplier196,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$2 ,$0 ,$2 , -   , -   , -   , -   , -   , -   , -   , 0 , -   , 0 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1075,Supplier183,Private,$0 ,$0 ,$0 ,$0 ,$0 ,$29 ,$0 ,$29 ,"$8,553 ",($18), -   , -   , -   , -   , -   , 1 , -   , 1 , 267 , (1)
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1076,Supplier135,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1077,Supplier135,Private,$0 ,"$3,089 ",$0 ,"$11,640 ",$0 ,"$15,257 ",$0 ,"$13,359 ",($35),"$353,823 ", -   , 259 , -   , 970 , -   ," 1,271 ", -   ," 1,113 ", (3)," 29,656 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1078,Supplier141,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($12), -   , -   , -   , -   , -   , -   , -   , -   , -   , (1)
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1079,Supplier426,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($11),$0 ,($6),$18 , -   , -   , -   , -   , -   , -   , (1), -   , (0), 1 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1080,Supplier426,National,$0 ,$469 ,$0 ,$467 ,$0 ,"$24,781 ",$0 ,"$4,039 ",$0 ,"$102,243 ", -   , 23 , -   , 23 , -   ," 1,214 ", -   , 198 , -   ," 5,007 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1081,Supplier196,National,$0 ,$82 ,$0 ,$725 ,$0 ,$66 ,$0 ,"$7,703 ",$0 ,"$1,763 ", -   , 6 , -   , 50 , -   , 4 , -   , 527 , -   , 121 
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1082,Supplier141,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,($29),$0 ,($21), -   , -   , -   , -   , -   , -   , -   , (2), -   , (1)
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1083,Supplier426,Private,$0 ,$272 ,$0 ,"$84,334 ",($5),"$61,116 ",($3),"$92,334 ",($11),"$336,283 ", -   , 24 , -   ," 7,564 ", (0)," 5,486 ", (0)," 8,278 ", (1)," 30,160 "
C43 OILS - RICE - FRUITS - VEG,CAT 43 SCG OIL - RICE - NUTS -,C43S28 RICE - BULK,Item1084,Supplier141,National,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$5,661 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , 454 
